stations	DIST	bathy	S8	S2	Ssummer	Swinter	T8	T2	Tsummer	Twinter	DO	N	P	S	SeaIce1	SeaIce2	SeaIce3	SeaIce4	SeaIce5	SeaIce6	SeaIce7	SeaIce8	SeaIce9	SeaIce10	SeaIce11	SeaIce12	SeaIceC	SeaIcemonths	ProdJanC	ProdFevC	ProdMarC	ProdAprC	ProdMayC	ProdJunC	ProdJulC	ProdAugC	ProdSepC	ProdOctC	ProdNovC	ProdDecC	ProdWC	ProdSprC	ProdSumC	ProdfallC	PPA0207	gCYC0217
558	0.984916121586	486.401000976562	32.17	33.3471	29.27	33.6535987854003	1.89671003818511	-1.82771	1	-1.8452	8.01919841766357	3.00453114509582	0.449478477239609	7.87520742416381	91.2839138426	93.9137931034	95.0689655172	95.3525344914	94.1802757526	80.9827586536	48.7241380626	17.9137932021	6.79310348116	38.2509482811	74.051016972	86.2266378732	68.5618232694	9.5	0	0	39	288	297	709	506	716	439	0	0	0	13	431.333333333333	553.666666666667	0	91.01	91.0675
559	1.86847831606	431.233001708984	32.25	33.8647	32.48	34.1125984191894	1.07070004940032	-1.85727	-0.33	-1.80131	7.98877382278442	2.86259245872497	0.435167461633682	5.88457679748535	92.9710863048	98.2931034483	97.8620689655	99.0472585744	98.1551724138	91.1206897209	70.4655173729	35.4999999836	23.3965517406	57.5159827265	88.1589655712	96.9182757674	79.1170560492	10.06	0	0	42	180	337	444	483	586	456	0	0	0	14	320.333333333333	508.333333333333	0	89.22	76.8933333333333
560	1.77856887698	245.300994873046	33.67	34.37	33.64	34.6806983947753	6.33480978012084	-1.23	5.34	-0.81	7.76611709594726	2.4474971294403	0.339687466621399	2.92038559913635	37.5803448085	44.6521723517	50.8953792473	53.3801724006	37.8391380228	11.3709138837	0.426189652805	0	0	0	4.95089653443	16.0145862103	21.4258160927	3.4	0	0	172	408	818	680	733	744	508	0	0	0	57.3333333333333	635.333333333333	661.666666666667	0	120.34	123.582916666667
561	0.0190911861476	8.45699977874755	33.26	33.8562	33.31	34.1223983764648	6.21799993515014	-1.84	5.5	-0.75	7.88461828231811	2.47256755828857	0.262207180261612	3.55124497413635	61.390069123	68.827517197	71.0243273275	73.3148963945	56.4928964746	28.6953621404	7.56367242747	0	0	0	8.87506894408	36.7380172466	34.4101522729	5.56	0	0	81	133	289	509	1136	1137	585	0	0	0	27	310.333333333333	952.666666666667	0	138.05	117.7125
562	1.39657005763	242.057006835937	33.83	34.2794	33.83	34.4768981933593	6.10628986358642	-1.84	4.71	-1.56	7.8714256286621	2.53639793395996	0.301405608654022	2.69836521148681	45.0651894602	64.5508447844	66.1198103017	75.6272414635	57.0338448327	24.6519483698	2.06303448513	0	0	1.72413793103	9.67700001289	23.7900170787	30.85858906	3.4	0	0	166	351	1002	587	507	484	417	0	0	0	55.3333333333333	646.666666666667	469.333333333333	0	125.3	106.884166666667
563	3.6206012345	407.720001220703	28.5056	29.3779	28.0575	28.7173995971679	-0.36201000213623	-1.59271	-0.5376	-1.37281	8.58028316497802	3.29779887199401	0.588586747646331	11.3352479934692	99.6691552524	99.8286897067	99.9655172414	99.8793103448	99.6825172161	99.1614828439	94.5586553113	63.1978966285	62.4271551001	76.9711895647	98.7042413909	99.7477068408	91.1494597868	11.16	0	0	90	148	1394	778	409	344	225	0	0	0	30	773.333333333333	326	0	31.63	103.051666666667
564	3.71252879237	580.276977539062	28.2108	29.5643	28.34	28.7735004425048	-0.635999977588653	-1.61334	-0.64351	-1.46151	8.75295448303222	2.62472891807556	0.557897090911865	6.85850000381469	99.6004309819	99.6415517084	99.8620689655	99.7931034483	99.7525516378	99.5381723601	95.6834827292	76.1599481846	70.9162412841	83.2985689887	99.5391034093	99.7925000684	93.6314769805	11.56	0	0	90	148	228	917	343	293	201	0	0	0	30	431	279	0	16.08	67.525
566	0.248781803169	508.096008300781	32.12	33.2015	32.11	32.9594001770019	1.54330003261566	-1.81941	1.95	-1.71621	8.1441421508789	3.28015995025634	0.773823082447052	6.89141035079956	97.3739312271	96.2193620616	97.1623965296	94.796930905	73.4822244644	45.557689601	27.8495516613	15.219844851	14.7499827023	48.3644828961	89.4458793114	94.7764999127	66.2498980103	7.72	0	0	24	83	633	1036	1011	819	510	0	0	0	8	584	780	0	103.29	125.195
567	0.245574641785	619.973999023437	31.7	31.9783	31.65	31.7110004425048	-0.0590099990367889	-1.56531	0.09	-1.46741	8.57354259490966	4.09712219238281	0.870448112487792	8.34066200256347	97.6241207781	96.0151723664	94.4077589101	89.1794655241	70.7371895889	61.0096547028	61.9135518567	54.2537069814	60.4627238964	85.2223448918	95.0732069344	95.9774484306	80.1563620718	7.78	0	0	25	155	206	332	967	648	431	0	0	0	8.33333333333333	231	682	0	134.73	84.0716666666667
568	1.21406043754	414.766998291015	31.92	32.5505	31.79	32.5652999877929	1.50371003150939	-1.6038	1.25	-1.6252	8.23604202270507	3.57524299621582	0.834642708301544	7.58814859390258	96.2188276094	95.7801034862	96.5520862711	94.0973273968	66.3595172948	26.8982241072	15.6975862569	11.7653620407	19.6523791757	58.4547416753	90.7055862032	94.1072930961	63.8574195511	7.78	0	0	25	66	624	1095	1129	722	544	0	0	0	8.33333333333333	595	798.333333333333	0	121.6	127.902083333333
569	0.530936429028	678.127014160156	31.86	32.2008	31.8	31.9538993835449	0.480809986591339	-1.58471	0.7	-1.51231	8.57354259490966	4.09712219238281	0.870448112487792	8.34066200256347	95.7400688961	94.8323103806	94.1935344565	90.2181725338	64.4069653215	40.6742067008	33.5915343679	29.8928622213	38.2009999505	73.4354311187	90.5635863995	94.3387932613	70.007372134	7.78	0	0	25	130	420	797	1309	790	576	0	0	0	8.33333333333333	449	891.666666666667	0	134.73	123.09625
570	1.46854891721	448.361999511718	32.44	32.8831	32.37	32.8544998168945	2.0416100025177	-1.74651	2.04	-1.71651	8.26500797271728	3.56460499763488	0.830491244792938	7.30581617355346	98.1799826786	98.1952931634	98.2905689108	96.9842068902	76.3808449055	28.3143793303	12.6728275644	5.81503449637	8.91329301637	57.2979828407	92.9262930771	96.2936034367	64.1886925259	7.64	0	0	17	153	729	1163	967	741	455	0	0	0	5.66666666666667	681.666666666667	721	0	113.91	128.510416666667
571	0.47317338171	357.587005615234	32.07	32.76	31.94	32.0509986877441	2.35429000854492	-1.23221	1.86	-1.20811	7.90821266174316	3.08103203773498	0.779698848724365	5.06354475021362	98.2437415287	98.8838965317	98.1581036798	96.4484138489	81.3488273621	39.4543275504	16.6976378046	10.8057932771	19.1184310584	71.7748278914	95.2500169688	97.2858104048	68.6224856589	8.28	0	0	16	53	143	598	914	569	332	0	0	0	5.33333333333333	264.666666666667	605	0	117.91	79.84375
572	0.513967584502	233.154998779296	31.86	33.4209	31.37	33.173599243164	-0.754909992218017	-1.8	0.01	-0.1085	8.909912109375	4.11909437179565	0.906891167163848	10.7449560165405	99.6889998337	99.5995172961	99.0544825587	98.077862049	93.4265691165	89.2627243174	83.0358966301	64.9056035732	79.6455519446	96.1444999432	99.079017113	99.3243447666	91.7704224285	10.48	0	0	24	34	438	1524	1842	848	320	0	0	0	8	665.333333333333	1003.33333333333	0	121.37	152.995833333333
573	0.540368170012	444.022003173828	31.62	31.6905	31.61	32.0127983093261	0.909389972686767	-1.63021	0.72	-1.56711	8.67188358306884	4.60812377929687	0.944374978542327	8.05494976043701	98.7335687835	98.3830690055	97.3719140415	95.7999999605	79.8817415566	56.5302414565	43.8934828495	34.8837932554	42.3636724045	81.2637758584	95.226913781	97.3017413698	76.8028261936	8.28	0	0	21	71	257	784	861	620	462	0	0	0	7	370.666666666667	647.666666666667	0	119.67	93.5616666666667
574	1.23069728161	534.922973632812	31.87	32.6483	31.75	32.5918006896972	1.51250994205474	-1.72941	1.24	-1.66771	8.23604202270507	3.57524299621582	0.834642708301544	7.58814859390258	96.2188276094	95.7801034862	96.5520862711	94.0973273968	66.3595172948	26.8982241072	15.6975862569	11.7653620407	19.6523791757	58.4547416753	90.7055862032	94.1072930961	63.8574195511	7.78	0	0	25	66	624	1095	1129	722	544	0	0	0	8.33333333333333	595	798.333333333333	0	121.6	127.902083333333
575	0.674084410962	551.359985351562	31.95	33.4545	31.89	33.2793998718261	1.9592900276184	-1.83001	2.09	-1.78101	8.1441421508789	3.28015995025634	0.773823082447052	6.89141035079956	98.4746033241	97.7330172309	97.9790690192	96.8299139615	81.1735694491	46.6220000037	18.9933448578	3.42131037548	4.39631030477	43.7839483557	90.5625856991	95.6893794619	64.6382543369	7.72	0	0	24	103	1131	929	879	766	437	0	0	0	8	721	694	0	86.55	129.84875
576	0.586087424435	345.718994140625	32.07	32.76	31.96	32.0509986877441	2.35429000854492	-1.23221	1.93	-1.20811	8.1181297302246	3.2394859790802	0.803397417068481	8.36167240142822	98.2312414235	98.8761034998	98.1634482022	96.4615002336	81.3784482232	39.4561379202	16.6201207227	10.6767931971	18.8838448196	71.5647239685	95.1899137826	97.2723447865	68.5645517316	8.28	0	0	16	53	492	609	914	570	335	0	0	0	5.33333333333333	384.666666666667	606.333333333333	0	117.91	90.9154166666667
577	0.262922836923	548.577026367187	31.7	32.3128	31.65	32.0013999938964	-0.0703099966049194	-1.54721	0.08	-1.45201	8.57354259490966	4.09712219238281	0.870448112487792	8.34066200256347	93.8667585439	91.792189631	91.7717586386	86.2306381094	63.5740173603	52.4420002247	55.2449827687	49.3785344979	53.0097760661	78.4114485774	91.3463447834	92.7221724412	74.9825518036	7.78	0	0	25	149	227	382	907	684	383	0	0	0	8.33333333333333	252.666666666667	658	0	135.99	83.85875
578	0.284508344398	459.153015136718	32.26	33.0515	32.1	32.833999633789	1.34610998630523	-1.79241	1.94	-1.67211	8.44758319854736	3.98709106445312	0.821273148059844	7.51950883865356	97.3715346764	96.2185345354	97.1481553439	94.7695002063	73.4008966972	45.4861723143	27.8443621191	15.4042931672	15.0543276442	48.621431137	89.5123623815	94.7747760641	66.3005288572	7.72	0	0	24	83	653	994	1035	840	537	0	0	0	8	576.666666666667	804	0	117.73	126.715833333333
579	2.25246998419	492.264007568359	32.66	33.0752	32.64	33.0251998901367	3.42640995979309	-1.73841	3.16	-1.75161	8.00919151306152	3.16137981414794	0.808366775512695	6.19193506240844	99.1436033578	99.3701035072	99.049379283	97.9827237622	91.4214482801	50.4810174416	13.9721897799	1.90196549481	4.45984481121	51.1373620855	94.9814136768	97.2975344165	66.7665488247	8.16	0	0	17	29	341	890	853	676	404	0	0	0	5.66666666666667	420	644.333333333333	0	94.93	97.6375
580	1.07283754813	441.476989746093	32.26	33.0362	32.25	32.9644012451171	2.02019000053405	-1.78441	2	-1.73241	8.26500797271728	3.56460499763488	0.830491244792938	7.30581617355346	98.0799828891	97.7691034777	98.090586169	96.7718104658	75.4187070255	29.2342413541	12.7921379517	4.93212066848	7.46213792932	51.7963103919	92.0461896699	95.797654974	63.3492485805	7.64	0	0	17	149	860	1177	971	763	465	0	0	0	5.66666666666667	728.666666666667	733	0	111.32	133.894166666667
584	0.454823800828	21.958999633789	7.08	20.4708	6.67	19.4894008636474	5.29261016845703	-0.97081	3.85	-0.99431	8.39307785034179	4.36625719070434	0.55760782957077	45.4742431640625	99.724137931	99.775862069	99.8555000568	99.4295000537	97.4751379079	71.0689656817	37.8100518523	8.31034486047	2.84518967826	61.5192759613	96.7968791436	99.6367070428	72.8539626866	8.56	0	0	74	117	259	4116	8130	5693	2755	0	0	0	24.6666666666667	1497.33333333333	5526	0	159.67	643.13
585	0.591837487873	20.8740005493164	10.13	24.8157	11.61	23.2469997406005	5.33781003952026	-1.30051	4.29	-1.24591	8.61834049224853	3.80707812309265	0.479756951332092	56.8465576171875	99.8275862069	100	99.9827586207	99.9310344828	90.8965517241	50.6551724138	20.706896749	5.24137931034	3.60344830875	72.4482758621	97.7284481443	99.8470861501	70.0723864977	8.8	0	0	33	41	802	5282	5425	2543	1594	0	0	0	11	2041.66666666667	3187.33333333333	0	159.67	478.15
586	0.437092599164	39.6430015563964	10.6	23.1451	12.65	21.2451000213623	5.61710977554321	-1.21811	4.32	-1.13681	8.63599681854248	2.80631256103515	0.460520297288895	56.7672538757324	99.8275862069	100	100	99.8965517241	90.5000001315	55.1379312154	27.3275862398	6.81034486047	3.75862073898	74.0862068966	97.6727586944	99.715982766	71.2277974562	8.8	0	0	45	60	582	4864	4819	2522	2022	0	0	0	15	1835.33333333333	3121	0	159.67	453.634166666667
590	0.229242314698	27.4610004425048	8.98	21.7683	10.9	20.4002990722656	5.832200050354	-1.16091	4.86	-1.07	8.61834049224853	3.80707812309265	0.479756951332092	56.8465576171875	99.8103448276	99.9482758621	99.7931034483	99.6724137931	89.0172413793	37.3793103119	20.1724138589	4.51724137931	1.25862068966	72.2068966175	97.6229311187	99.6622586744	68.4217543301	8.72	0	0	33	41	92	4040	7904	3623	2604	0	0	0	11	1391	4710.33333333333	0	159.67	557.750416666667
591	0.273487130433	24.9680004119873	9.74	22.8869	13.09	20.7814998626708	5.74070978164672	-1.19561	4.14	-1.10641	8.53927993774414	2.54244685173034	0.421865373849869	43.6448822021484	99.7931034483	99.7931034483	99.8965517241	98.8620689655	85.9137931692	56.8448277177	36.6896549422	10.4310344828	3.81034486047	72.4482757963	97.6052414467	99.6027586049	71.8075632172	9.36	0	0	45	60	520	4387	4930	2905	2061	0	0	0	15	1655.66666666667	3298.66666666667	0	159.67	453.451666666667
593	0.741720927045	23.7759990692138	10.19	26.43	11.66	22.961799621582	5.56058979034423	-1.23031	3.96	-1.20791	8.57821655273437	4.38897085189819	0.521168053150177	56.5321998596191	99.8275862069	100	99.9827586207	99.7413793103	94.6206896552	58.3620691299	19.1896552546	4.70689655172	2.94827586207	69.4827585878	97.4244137468	99.8754827565	70.5134971402	8.64	0	0	32	60	759	3875	5030	2543	1554	0	0	0	10.6666666666667	1564.66666666667	3042.33333333333	0	159.67	421.362083333333
595	0.370836433834	21.1650009155273	8.95	21.782	8.95	21.1397991180419	5.15898990631103	-1.07311	3.42	-1.09941	8.39307785034179	4.36625719070434	0.55760782957077	45.4742431640625	99.5862068966	99.724137931	99.8620689655	99.6678103743	96.1181206539	60.6551724138	19.6896551724	0.689655172414	1.80801722099	59.4553448907	95.7920861737	98.9738102617	69.3351738439	8.56	0	0	76	115	248	3827	6898	5101	2386	0	0	0	25.3333333333333	1396.66666666667	4795	0	159.67	567.30125
596	0.521003696559	20.2409992218017	10.9	22.8522	12.55	23.0937995910644	5.08510017395019	-1.15821	2.19	-1.4	8.45344066619873	5.56767511367797	0.524902939796447	45.9691200256347	99.6034482759	99.775862069	99.8448275862	99.2931034483	88.4655173071	51.1379310345	17.5689654679	1.43103448276	2.5541206886	64.3448276849	95.3763450096	98.9655172414	68.1967916913	8.56	0	0	153	189	248	979	7528	4965	2114	0	0	0	51	472	4869	0	159.67	492.02
597	0.924990932725	20.841999053955	10.6	24.59	12.36	27.055700302124	4.96531009674072	-1.31301	2.65	-1.36	8.45344066619873	5.56767511367797	0.524902939796447	45.9691200256347	99.5	99.8275862069	99.724137931	99.3793103448	91.4655172414	47.827586026	12.1551725124	2	3.87893104553	65.6896551724	95.4597239659	99.4482758621	68.0296580257	8.68	0	0	153	189	482	3927	6398	3982	1650	0	0	0	51	1532.66666666667	4010	0	159.67	510.422083333333
598	1.26051499116	22.2189998626708	11.07	24.59	13.24	28.7042007446289	4.89710998535156	-1.39131	2.96	-1.36	8.45344066619873	5.56767511367797	0.524902939796447	45.9691200256347	99.8275862069	100	100	99.8965517241	96.1724137273	58.3275862727	12.7241379968	2.01724139575	4.69136208501	64.2586207554	94.3584654907	99.7414137742	69.3346149524	8.68	0	0	34	41	482	3074	5750	3627	1569	0	0	0	11.3333333333333	1199	3648.66666666667	0	159.67	443.38375
599	0.207874339093	10.1909999847412	9.82	23.2211	8.36	22.5333995819091	5.635009765625	-1.17891	3.96	-1.19591	8.53127574920654	4.25791311264038	0.541866838932037	54.1283264160156	99.6896551724	99.775862069	99.8142413435	99.7797585849	99.2362759031	87.4248449391	43.4707929677	5.01160339651	1.91101728637	56.7539482774	97.0843275662	99.5862068966	74.1282112002	8.74	0	0	58	99	204	5005	6529	4556	2569	0	0	0	19.3333333333333	1769.33333333333	4551.33333333333	0	159.67	578.525
601	0.577048299637	13.6809997558593	9.83	23.82	11.17	25.3337001800537	5.21838998794555	-1.29141	3.44	-1.33	8.43178462982177	4.32854795455932	0.542742490768432	46.3836479187011	99.7068965517	99.8620689655	99.8275862069	99.775862069	97.3793103448	73.5517241873	28.8965518064	1.70689655172	2.25862068966	67.9655172414	96.9959483969	99.5172413793	72.2870186992	8.68	0	0	50	62	640	2179	6438	3749	1685	0	0	0	16.6666666666667	960.333333333333	3957.33333333333	0	159.67	450.257916666667
602	0.110633512331	92	30.65	30.78	30.14	30.7980995178222	13.1898002624511	8.46271	12.7259	8.35731	6.55312204360961	4.99902200698852	0.810129821300506	13.7738752365112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	1242	1745	3580	4110	5757	7111	5885	4200	2372	996	835	1216	4482.33333333333	5732	1401	522.45	1170.85916666667
603	0.57752742766	934	32	32.24	31.8958	31.9832000732421	14.6765003204345	8.44521	14.1991	8.4637	6.46834993362426	4.01091814041137	0.771170675754547	10.6755475997924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	485	697	1190	1732	1543	2281	2524	1851	1085	548	567	488.666666666667	1488.33333333333	2218.66666666667	733.333333333333	384.41	449.77125
604	0.513521727711	749	32	32.22	31.8958	31.9832000732421	14.6765003204345	8.44521	14.1991	8.4637	6.46834993362426	4.01091814041137	0.771170675754547	10.6755475997924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	516	751	1230	1827	1721	2545	2828	2047	1151	558	648	544	1592.66666666667	2473.33333333333	785.666666666667	384.41	492.354583333333
605	0.613152831296	1333	32.03	32.3	31.9212	31.9990005493164	14.6259002685546	8.24139	14.1779	8.33021	6.58362340927124	3.70227694511413	0.750499963760375	9.48441791534423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	472	719	1423	1712	1842	2293	2420	1952	1052	576	300	500.666666666667	1659	2221.66666666667	642.666666666667	384.41	458.44
606	4.84476431439	3490	32.6842	32.8828	32.623	32.8935012817382	11.9413003921508	3.87971	11.4456	3.8586	6.84891080856323	12.743366241455	1.37081944942474	24.2771759033203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	165	248	371	640	643	770	932	769	420	248	0	215.666666666667	551.333333333333	823.666666666667	222.666666666667	163.71	165.466666666667
607	0.00486053466797	43	28.06	32.7912	27.69	32.2975997924804	16.5503997802734	2.23	15.81	2.51	7.02322816848754	2.24752235412597	0.237621858716011	3.05389785766601	0	4.16091958408	1.10344827586	0	0	0	0	0	0	0	0	0	0.438697321662	0	0	1165	1519	1115	5364	7124	4683	4731	4571	3409	0	0	894.666666666667	4534.33333333333	4661.66666666667	1136.33333333333	450.48	1024.46375
608	0.00227749434759	23	28.1	32.8862	27.91	32.4112014770507	16.4967994689941	2.73	15.88	2.86	6.7649827003479	2.73889183998107	0.282500654459	2.72139716148376	0	3.74712641486	1.22413793103	0	0	0	0	0	0	0	0	0	0.414272028824	0	0	917	1193	2480	4610	6564	4197	4557	4069	2576	0	0	703.333333333333	4551.33333333333	4274.33333333333	858.666666666667	450.48	947.874583333333
609	0.000277900695972	9	28.87	33.3155	28.67	32.9121017456054	16.3469009399414	3.42	15.84	3.36	6.7649827003479	2.73889183998107	0.282500654459	2.72139716148376	0	0	0.603448275862	0	0	0	0	0	0	0	0	0	0.0502873563218	0	0	971	1152	2009	3571	4661	3496	3207	2947	1711	0	0	707.666666666667	3413.66666666667	3216.66666666667	570.333333333333	402.7	721.635416666667
610	0.00194515228272	10	28.94	33.5444	28.83	33.168399810791	16.2740993499755	3.48	15.75	3.41	6.7649827003479	2.73889183998107	0.282500654459	2.72139716148376	0	0	0.603448275862	0	0	0	0	0	0	0	0	0	0.0502873563218	0	0	1282	1585	2339	4173	5444	4217	3750	3636	2193	0	0	955.666666666667	3985.33333333333	3867.66666666667	731	402.7	870.494583333333
611	0.0018672863176	20	28.49	33.0291	28.67	32.724998474121	16.331199645996	3.52	15.4	3.27	6.7649827003479	2.73889183998107	0.282500654459	2.72139716148376	0	0	0.275862068966	0	0	0	0	0	0	0	0	0	0.0229885057472	0	0	621	1161	1685	2821	3559	2988	2902	2558	1409	0	0	594	2688.33333333333	2816	469.666666666667	406.51	599.33
612	0.00541656494141	9	30.7	33.0392	29.93	32.773998260498	16.3136005401611	4.21	15.11	3.68	6.70230436325073	2.41051387786865	0.274604648351669	2.36145234107971	0	0	0.275862068966	0	0	0	0	0	0	0	0	0	0.0229885057472	0	0	544	1186	1757	3106	3760	3174	3301	2792	1709	0	0	576.666666666667	2874.33333333333	3089	569.666666666667	406.51	648.757083333333
613	0	10	30.7	33.229	30.09	33.0448989868164	16.2140998840332	3.59	14.84	3.7	6.70230436325073	2.41051387786865	0.274604648351669	2.36145234107971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	1082	1538	2949	3189	3203	3187	2689	1533	0	0	532.333333333333	2558.66666666667	3026.33333333333	511	402.105	604.835416666667
614	0.00411452725209	73	30.73	33.229	30.27	33.0448989868164	16.2140998840332	3.68	14.86	3.92	6.70230436325073	2.41051387786865	0.274604648351669	2.36145234107971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	1041	1493	2710	3194	3058	3268	2588	1459	0	0	515	2465.66666666667	2971.33333333333	486.333333333333	402.105	587.497916666667
615	0	10	30.07	33.0392	29.68	32.773998260498	16.3136005401611	4.18	15.12	4.52706	6.70230436325073	2.41051387786865	0.274604648351669	2.36145234107971	0	0	0.275862068966	0	0	0	0	0	0	0	0	0	0.0229885057472	0	0	544	1186	1757	3106	3760	3174	3301	2792	1709	0	0	576.666666666667	2874.33333333333	3089	569.666666666667	406.514166666667	648.757083333333
616	0.00447227267383	10	30.26	33.4565	30.17	33.3349990844726	15.9753999710083	3.2	14.67	3.53	6.6494288444519	2.27366518974304	0.276374787092209	2.12578773498535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	906	1540	2876	2886	2837	3908	2762	1664	0	0	473.666666666667	2434	3169	554.666666666667	402.105	605.109166666667
620	0.00174048124482	8	29.76	33.1593	29.45	32.9902000427246	15.4427003860473	4.12	13.73	4.17	6.69182062149047	2.64695000648498	0.261058390140533	2.01241731643676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584	932	1520	1949	2426	2508	3533	3267	2354	0	0	505.333333333333	1965	3102.66666666667	784.666666666667	386.28	580.137083333333
622	0.00263702392584	1	25.67	33.3102	27.48	33.1754989624023	15.3460998535156	4.2	13.65	4.31	6.61854743957519	3.10233306884765	0.312400311231613	2.34753584861755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	845	1148	1934	2313	2517	3107	2503	2085	0	0	457.333333333333	1798.33333333333	2709	695	397.64	516.444583333333
623	0.00155196220199	10	27.03	33.5154	27.43	33.4359016418457	15.1377000808715	4.39	13.54	4.59	6.61854743957519	3.10233306884765	0.312400311231613	2.34753584861755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	737	1151	1393	1749	2069	2620	1972	1421	0	0	411	1431	2220.33333333333	473.666666666667	397.64	413.91
626	0.00174378152928	59	27.59	33.03	28.58	33.7509994506835	14.8493003845214	4.87	13.5	5.16	6.70105743408203	3.79968452453613	0.332236230373383	2.40767359733581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	714	1191	1463	1760	1907	2482	1923	1321	0	0	386.666666666667	1471.33333333333	2104	440.333333333333	386.28	401.712916666667
628	0	10	28.71	33.34	27.56	33.7916984558105	14.7979001998901	5.15	13.49	5.34	6.70105743408203	3.79968452453613	0.332236230373383	2.40767359733581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656	744	1408	1721	2176	2197	2774	2135	1702	0	0	466.666666666667	1768.33333333333	2368.66666666667	567.333333333333	386.28	471.85375
629	0.00302241814116	212	29.75	33.12	27.87	33.268699645996	14.5185003280639	4.95	13.51	5.24	6.63133192062377	3.71713471412658	0.391719818115234	2.24752020835876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	627	1274	1631	2247	2210	2602	2148	2413	0	0	358.333333333333	1717.33333333333	2320	804.333333333333	386.28	474.5
630	0.00426951008376	15	28.28	32.96	26.55	33.2616004943847	14.4426002502441	4.75	13.32	5.05	6.63133192062377	3.71713471412658	0.391719818115234	2.24752020835876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	627	1274	1631	2247	2210	2602	2148	2413	0	0	358.333333333333	1717.33333333333	2320	804.333333333333	386.28	474.5
631	0.00759615325564	42	30.84	32.96	30.27	33.2848014831542	14.3622999191284	4.88	13.1	5.12	6.63133192062377	3.71713471412658	0.391719818115234	2.24752020835876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	529	1110	1486	2346	1914	2190	1761	1765	0	0	281	1647.33333333333	1955	588.333333333333	386.28	408.039583333333
632	0.00129908189428	1	31	32.96	30.98	33.8350982666015	14.0882997512817	4.89	13.13	5.09	6.63133192062377	3.71713471412658	0.391719818115234	2.24752020835876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	529	1110	1486	2346	1914	2190	1761	1765	0	0	281	1647.33333333333	1955	588.333333333333	386.28	408.039583333333
633	0.00217943016259	10	31.82	32.82	31.3	33.5574989318847	14.1480998992919	4.7	12.79	5.01	6.72135353088378	5.98484945297241	0.520754754543304	3.04233479499816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	545	944	1353	1802	1707	2027	1849	1975	0	0	304.666666666667	1366.33333333333	1861	658.333333333333	386.28	382.367916666667
634	0	10	31.72	32.86	29.85	33.5917015075683	13.9991998672485	4.68	12.53	4.94	6.6425986289978	5.95816278457641	0.499063938856125	2.98246359825134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	620	1104	1399	1807	1667	1922	1923	1991	0	0	359	1436.66666666667	1837.33333333333	663.666666666667	386.28	392.070833333333
635	0.00711741199396	36	31.17	32.92	29.9	34.2337989807128	13.4493999481201	4.69	12.79	4.8	6.6425986289978	5.95816278457641	0.499063938856125	2.98246359825134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	568	1072	1461	1875	1771	2035	1978	1889	0	0	314.333333333333	1469.33333333333	1928	629.666666666667	386.28	396.146666666667
636	0.00840283893007	22	31.26	32.99	30.53	33.9688987731933	13.5708999633789	4.83	12.7	4.93	6.65139770507812	5.59076642990112	0.480224847793579	2.84538865089416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	600	1056	1415	1852	1835	1990	2167	2045	0	0	315.333333333333	1441	1997.33333333333	681.666666666667	386.28	404.724166666667
637	0.00646313910545	89	31.42	33.87	30.52	33.7578010559082	13.6190996170043	5.49	12.57	5.21	6.65139770507812	5.59076642990112	0.480224847793579	2.84538865089416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	686	1185	1743	2380	2183	2158	2498	2206	0	0	342	1769.33333333333	2279.66666666667	735.333333333333	386.28	467.777916666667
638	0.00893893319277	20	31.78	33.4	31.49	33.94580078125	14.1519002914428	4.99	12.67	4.94	6.58726119995117	5.37520360946655	0.471107333898544	2.44174551963806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	625	1355	3789	5627	4960	3823	3217	2296	0	0	396.666666666667	3590.33333333333	4000	765.333333333333	386.28	798.650416666667
645	1.50444215649	1658	33.07	34.05	33.2	34.6026992797851	24.6431999206542	9.11	23.36	8.81	5.87315320968627	1.07792675495147	0.317396432161331	0.882821023464202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	550	943	1523	1339	1030	836	724	595	807	818	560	660.333333333333	1297.33333333333	718.333333333333	728.333333333333	300.19	310.645416666667
